cookie_id,target
300000,0.07505828641676413
300001,0.03969276745567618
300002,0.054059720731776235
300003,0.06447724984498515
300004,0.03750900922071146
300005,0.09260432191635476
300006,0.021449396743152098
300007,0.021449396743152098
300008,0.06317340445636757
300009,0.04522817960889397
300010,0.06403837560440688
300011,0.0644664187656061
300012,0.06449545568118983
300013,0.05261264957720487
300014,0.025730934429950857
300015,0.063547490427534
300016,0.063880906667838
300017,0.06425099035470416
300018,0.06311604103597049
300019,0.021559387703840104
300020,0.04254138866741835
300021,0.021693606047916796
300022,0.23095674891499932
300023,0.012734155022537176
300024,0.15036814742465537
300025,0.06329677913406526
300026,0.0706749828963211
300027,0.091440475022826
300028,0.01826582459348588
300029,0.06258133534127633
300030,0.06867874297510454
300031,0.025914360943215822
300032,0.056709053300005724
300033,0.3249855750096259
300034,0.02000373902273355
300035,0.06331658021494553
300036,0.03745563395629048
300037,0.05191666481773036
300038,0.05326946721964446
300039,0.13950171302397035
300040,0.03660621070041255
300041,0.06447509132666782
300042,0.01905744956207846
300043,0.021449396743152098
300044,0.06447724984498515
300045,0.2035582677354894
300046,0.1279645179513836
300047,0.05783126772300728
300048,0.06403837560440688
300049,0.09247347486377253
300050,0.021612361428103438
300051,0.021910643460012313
300052,0.027245863423055218
300053,0.2929767995720753
300054,0.028593948727269232
300055,0.09026575779984837
300056,0.06403837560440688
300057,0.22746139629639894
300058,0.06403837560440688
300059,0.030009961749512263
300060,0.34759996968728335
300061,0.023308277528579658
300062,0.13522682362092156
300063,0.025724585471167648
300064,0.029622077774779224
300065,0.03775569993967818
300066,0.012907659488754383
300067,0.374858323515317
300068,0.06399926792981883
300069,0.17896478133061153
300070,0.07453341990549833
300071,0.06056126496349026
300072,0.06334441162250008
300073,0.02190314308698904
300074,0.0605321616532472
300075,0.06311717635774447
300076,0.02170130275572348
300077,0.021325127011361883
300078,0.021403257499408617
300079,0.06397800878851949
300080,0.008020629101284447
300081,0.30410766334163597
300082,0.021697912935739763
300083,0.09033608233279242
300084,0.05319624200445219
300085,0.02659944417452076
300086,0.14295293866021536
300087,0.06403837560440688
300088,0.06399107578404548
300089,0.05334901365880985
300090,0.023624043290756357
300091,0.024410275889093974
300092,0.05475293365764927
300093,0.029047960920084853
300094,0.06283883896237831
300095,0.003116306654968527
300096,0.013909232067665504
300097,0.28245399249861747
300098,0.021864958624123916
300099,0.062190075369654235
300100,0.10473960450111314
300101,0.06174926874554737
300102,0.06447509132666782
300103,0.02170130275572348
300104,0.009537966066231071
300105,0.2881566243930381
300106,0.06301521505784693
300107,0.09247347486377253
300108,0.02406158269746598
300109,0.22902117409318734
300110,0.08897848134766717
300111,0.022348129770975934
300112,0.021449396743152098
300113,0.1725661600425651
300114,0.06403837560440688
300115,0.05752133673125361
300116,0.021531998767293274
300117,0.07136741000296834
300118,0.06461572133747853
300119,0.02155546198443796
300120,0.3491959546494574
300121,0.06447724984498515
300122,0.3440605482005345
300123,0.12828681457463678
300124,0.06403837560440688
300125,0.1537636341968922
300126,0.034799333554214135
300127,0.01640092265784455
300128,0.021312138129242174
300129,0.33636795118415486
300130,0.021449396743152098
300131,0.06447509132666782
300132,0.08992903272567895
300133,0.35052882452532685
300134,0.12055659412512323
