cookie_id,target
300000,0.007233273056057866
300001,0.0
300002,0.0
300003,0.003382485069499498
300004,0.0
300005,0.0038684719535783366
300006,0.003382485069499498
300007,0.003382485069499498
300008,0.003382485069499498
300009,0.0
300010,0.003382485069499498
300011,0.007874015748031496
300012,0.003382485069499498
300013,0.0
300014,0.0
300015,0.0038684719535783366
300016,0.003382485069499498
300017,0.003382485069499498
300018,0.0022471910112359553
300019,0.0018181818181818182
300020,0.0
300021,0.003382485069499498
300022,0.0
300023,0.0
300024,0.0
300025,0.0
300026,0.14285714285714285
300027,0.0
300028,0.0
300029,0.0
300030,1.0
300031,0.0
300032,0.0
300033,0.0
300034,0.0
300035,0.003382485069499498
300036,0.0
300037,0.00966183574879227
300038,0.0
300039,0.0
300040,0.0027472527472527475
300041,0.003382485069499498
300042,0.0
300043,0.003382485069499498
300044,0.003382485069499498
300045,0.0
300046,0.0
300047,0.0018181818181818182
300048,0.003382485069499498
300049,0.003382485069499498
300050,0.002171552660152009
300051,0.0
300052,0.0
300053,0.03571428571428571
300054,0.0
300055,0.003382485069499498
300056,0.003382485069499498
300057,0.0038684719535783366
300058,0.003382485069499498
300059,0.0
300060,0.0
300061,0.01098901098901099
300062,0.0
300063,0.0
300064,0.0
300065,0.0
300066,0.0
300067,0.0
300068,0.0
300069,0.0022471910112359553
300070,0.003382485069499498
300071,0.0
300072,0.002472187886279357
300073,0.001088139281828074
300074,0.003382485069499498
300075,0.001899335232668566
300076,0.003382485069499498
300077,0.0
300078,0.0
300079,0.003382485069499498
300080,0.002472187886279357
300081,0.0
300082,0.003382485069499498
300083,0.003115264797507788
300084,0.0
300085,0.0038684719535783366
300086,0.0
300087,0.003382485069499498
300088,0.003382485069499498
300089,0.0
300090,0.0
300091,0.001682085786375105
300092,0.0
300093,0.0
300094,0.0038684719535783366
300095,0.0
300096,0.0
300097,0.0
300098,0.003382485069499498
300099,0.003067484662576687
300100,0.0
300101,0.007874015748031496
300102,0.003382485069499498
300103,0.003382485069499498
300104,0.003067484662576687
300105,0.0
300106,0.003382485069499498
300107,0.003382485069499498
300108,0.0
300109,0.0
300110,0.003382485069499498
300111,0.0008748906386701663
300112,0.003382485069499498
300113,0.0
300114,0.003382485069499498
300115,0.0
300116,0.003382485069499498
300117,0.0
300118,0.003382485069499498
300119,0.001682085786375105
300120,0.0
300121,0.003382485069499498
300122,0.0
300123,0.0
300124,0.003382485069499498
300125,0.0
300126,0.0
300127,0.0
300128,0.0
300129,0.0
300130,0.003382485069499498
300131,0.003382485069499498
300132,0.002171552660152009
300133,0.0
300134,0.001899335232668566
300135,0.0
300136,0.003382485069499498
300137,0.0
300138,0.003382485069499498
300139,0.0038684719535783366
300140,0.07692307692307693
300141,0.014675052410901468
300142,0.001088139281828074
300143,0.0
300144,0.003382485069499498
300145,0.0
300146,0.0
300147,0.0
300148,0.5
300149,0.0
300150,0.003382485069499498
300151,0.003382485069499498
300152,0.0
300153,0.003382485069499498
300154,0.0
300155,0.0
300156,0.0
300157,0.0
300158,0.0
300159,0.003382485069499498
300160,0.003382485069499498
300161,0.0
300162,0.003382485069499498
300163,0.003382485069499498
300164,0.0
300165,0.0
300166,0.0
300167,0.003382485069499498
300168,0.0
300169,0.008823529411764706
300170,0.0
300171,0.0
300172,0.0
300173,1.0
300174,0.0
300175,0.0
300176,0.0038684719535783366
300177,0.0
300178,0.0
300179,0.003115264797507788
300180,0.0
300181,0.0
300182,0.029411764705882353
300183,0.003382485069499498
300184,0.0
300185,0.0
300186,0.0
300187,0.0
300188,0.007233273056057866
300189,0.003382485069499498
300190,0.0038684719535783366
300191,0.00261437908496732
300192,0.003382485069499498
300193,0.003382485069499498
300194,0.0
300195,0.5
300196,0.003382485069499498
300197,0.0018181818181818182
300198,0.003382485069499498
300199,0.003382485069499498
300200,0.003382485069499498
300201,0.0
300202,0.008771929824561403
300203,0.003382485069499498
300204,0.0038684719535783366
300205,0.002472187886279357
300206,0.00966183574879227
300207,0.0038684719535783366
300208,0.001899335232668566
300209,0.0
300210,0.0
300211,0.0008748906386701663
300212,0.003382485069499498
300213,0.003382485069499498
300214,0.0
300215,0.003382485069499498
300216,0.002472187886279357
300217,0.0
300218,0.003382485069499498
300219,0.003382485069499498
300220,0.006134969325153374
300221,1.0
300222,0.009259259259259259
300223,0.0
300224,0.003382485069499498
300225,0.0
300226,0.003382485069499498
300227,0.0
300228,0.003382485069499498
300229,0.003382485069499498
300230,0.003382485069499498
300231,0.0018181818181818182
300232,0.001682085786375105
300233,0.003382485069499498
300234,0.0
300235,0.0
300236,0.0
300237,0.0
300238,0.0
300239,0.003382485069499498
300240,0.0022471910112359553
300241,0.0
300242,0.007233273056057866
300243,0.003067484662576687
300244,0.004048582995951417
300245,0.0
300246,0.0
300247,0.0
300248,0.0
300249,0.003382485069499498
300250,0.003382485069499498
300251,0.0018181818181818182
300252,0.0035587188612099642
300253,0.0
300254,0.0
300255,0.0
300256,0.00261437908496732
300257,0.0
