cookie_id,target
300000,0.004549868275665915
300001,0.0045319158498524975
300002,0.007621401936635426
300003,0.004557437928502225
300004,0.010908750591650395
300005,0.0045587728936064996
300006,0.004792096862476214
300007,0.004792096862476214
300008,0.005205787583929319
300009,0.004296096250341525
300010,0.005205787583929319
300011,0.004561031636003293
300012,0.004565521162732268
300013,0.007284392866338749
300014,0.007303005355453983
300015,0.0045581556202181845
300016,0.004562461495100212
300017,0.009060203863768834
300018,0.004541707354875492
300019,0.0045534897000822135
300020,0.004219805513333398
300021,0.004568968262595498
300022,0.0040530758082080905
300023,0.017498406963585764
300024,0.007852005099011823
300025,0.004551125732069296
300026,0.004509004675286887
300027,0.004549705237575317
300028,0.030166216310973482
300029,0.004536665815438621
300030,0.017621796423448344
300031,0.09721928625684367
300032,0.004318054406613833
300033,0.017932940791660454
300034,0.004572652654086475
300035,0.004541566858036471
300036,0.003362710121135915
300037,0.01114634906037894
300038,0.008053964969296938
300039,0.07386417282863104
300040,0.004502734543100191
300041,0.004562531646067437
300042,0.012229180982835784
300043,0.004792096862476214
300044,0.004566877735542703
300045,0.012325338691776502
300046,0.08806714190989806
300047,0.0045227624567912815
300048,0.005205787583929319
300049,0.006044006188161179
300050,0.0045707190806163625
300051,0.004532956134651896
300052,0.0037781093665585097
300053,0.004249259889472998
300054,0.00450871857889715
300055,0.006588223526750537
300056,0.005205787583929319
300057,0.11124313408301807
300058,0.005205787583929319
300059,0.011031363016454547
300060,0.027407981516312328
300061,0.004342765936270238
300062,0.12704668507690087
300063,0.004950562781820545
300064,0.004579978038273382
300065,0.007706561040655142
300066,0.0069972957417536825
300067,0.016667893472433425
300068,0.0045533452422891335
300069,0.004534237339994156
300070,0.00449834731999424
300071,0.003803120978519966
300072,0.004564150508603724
300073,0.004504922460233466
300074,0.007598974219788077
300075,0.004548321018830394
300076,0.0045643144680182655
300077,0.0045607633698433415
300078,0.004531091010036757
300079,0.005613105119688985
300080,0.004340198251199042
300081,0.013173656474120924
300082,0.004567881998833327
300083,0.004529844380540649
300084,0.08161306922089522
300085,0.004534195734614852
300086,0.004530934740796254
300087,0.005205787583929319
300088,0.005613105119688985
300089,0.08297006997811622
300090,0.004480601972241804
300091,0.004564145980068125
300092,0.017363377030335112
300093,0.016300650578533377
300094,0.004546419489666814
300095,0.0016250020802017816
300096,0.003034826929910334
300097,0.0877672563718271
300098,0.004546978554930932
300099,0.004513982297907312
300100,0.004416765033342595
300101,0.004536520023708389
300102,0.004562531646067437
300103,0.0045643144680182655
300104,0.0042122667478237475
300105,0.004292023000046983
300106,0.004541566858036471
300107,0.006044006188161179
300108,0.009327718435729515
300109,0.004499456824242575
300110,0.006588223526750537
300111,0.00453403478299444
300112,0.004792096862476214
300113,0.004498748717456396
300114,0.005205787583929319
300115,0.10146771444849922
300116,0.0061006711290209495
300117,0.004531107068328581
300118,0.004555259670399538
300119,0.004536846035719405
300120,0.3869344078147883
300121,0.004557437928502225
300122,0.13369788438179497
300123,0.20043188382215305
300124,0.005205787583929319
300125,0.004558959781986906
300126,0.01438113772587749
300127,0.0034221550764076763
300128,0.004428549354106161
300129,0.012039853895060614
300130,0.004792096862476214
300131,0.004562531646067437
300132,0.004547941914525326
300133,0.07011868987686494
300134,0.004744419702732881
300135,0.048210383109385246
300136,0.004426338963890921
300137,0.004379653682185108
300138,0.004552472545036258
300139,0.0045581556202181845
300140,0.006567482891673468
300141,0.0045580175373907865
300142,0.0045569250757247
300143,0.004494535322176659
300144,0.005205787583929319
300145,0.01507626875742652
300146,0.021649042101737653
300147,0.010159902136674616
300148,0.010607698317499916
300149,0.008429106878539315
300150,0.005205787583929319
300151,0.004564212323527558
300152,0.0044944838815295434
300153,0.004405453515968902
300154,0.053102671543892525
300155,0.004361856666773801
300156,0.015802040521693966
300157,0.0043893889950734
300158,0.007705377263283501
300159,0.004792096862476214
300160,0.005205787583929319
300161,0.00330207650208045
300162,0.004792096862476214
300163,0.019659598112338646
300164,0.004491260996262512
300165,0.004422655051696182
300166,0.004374716455116642
300167,0.00453713728003611
300168,0.022249227614523377
300169,0.0045314738774871665
300170,0.028766945149321873
300171,0.002399751977533082
300172,0.003973171587669833
300173,0.11780922794310562
300174,0.00452690356674956
300175,0.004422262896214079
300176,0.004548667755775647
300177,0.03744193366627023
300178,0.003930476313900529
